tag,mean_rho_last3,std_rho_last3,min_rho_last3,max_rho_last3
concept0,2.152147658236198,0.13603446522207838,1.9731553360606906,2.302712428642077
concept1,2.113962478211724,0.10411119261991247,1.9667300418815041,2.1883959554003694
concept2,3.0211330826876512,0.24518441889707981,2.6991945286177565,3.29363609658005
