generator_type,rho,alpha,delta,K,T,seed,method,concept_re_id_accuracy,assignment_entropy,wrong_memory_reuse_rate,worst_window_dip,worst_window_recovery,budget_normalized_score,final_accuracy,accuracy_auc
rotating_mnist,2.0,0.0,0.5,5,10,1024,FedProTrack,0.5,1.269875,0.5,0.064,2,0.000397,0.756,5.082
rotating_mnist,2.0,0.0,0.5,5,10,1024,FedAvg,,,,0.152,3,,0.7,4.838
rotating_mnist,2.0,0.0,0.5,5,10,1024,IFCA,0.48,0.05004,0.52,0.111,3,0.000401,0.77,6.063
rotating_mnist,2.0,0.0,0.5,5,10,1024,FedProto,,,,0.172,6,0.000444,0.76,6.3925
rotating_mnist,2.0,0.0,0.7,5,10,42,FedProTrack,0.42,1.275421,0.58,0.22,6,0.000395,0.582,5.054
rotating_mnist,2.0,0.0,0.7,5,10,42,FedAvg,,,,0.248,5,,0.61,4.82
rotating_mnist,2.0,0.0,0.7,5,10,42,IFCA,0.6,0.301984,0.4,0.149,3,0.000379,0.702,5.7265
rotating_mnist,2.0,0.0,0.7,5,10,42,FedProto,,,,0.207,6,0.000441,0.713,6.352
rotating_mnist,2.0,0.0,0.7,5,10,123,FedProTrack,0.54,1.356563,0.46,0.086,1,0.00042,0.678,5.38
rotating_mnist,2.0,0.0,0.7,5,10,123,FedAvg,,,,0.114,3,,0.734,5.306
rotating_mnist,2.0,0.0,0.7,5,10,123,IFCA,0.7,0.067301,0.3,0.167,1,0.000353,0.653,5.332
rotating_mnist,2.0,0.0,0.7,5,10,123,FedProto,,,,0.1,6,0.000425,0.703,6.1145
rotating_mnist,2.0,0.0,0.7,5,10,456,FedProTrack,0.62,1.287768,0.38,0.072,2,0.000442,0.746,5.658
rotating_mnist,2.0,0.0,0.7,5,10,456,FedAvg,,,,0.09,4,,0.738,6.076
rotating_mnist,2.0,0.0,0.7,5,10,456,IFCA,0.46,0.117341,0.54,0.055,1,0.00041,0.724,6.204
rotating_mnist,2.0,0.0,0.7,5,10,456,FedProto,,,,0.169,5,0.000446,0.739,6.4195
rotating_mnist,2.0,0.0,0.7,5,10,789,FedProTrack,0.48,1.463041,0.52,0.034,1,0.000419,0.704,5.364
rotating_mnist,2.0,0.0,0.7,5,10,789,FedAvg,,,,0.02,0,,0.692,5.42
rotating_mnist,2.0,0.0,0.7,5,10,789,IFCA,0.5,0.0,0.5,0.037,0,0.000412,0.722,6.228
rotating_mnist,2.0,0.0,0.7,5,10,789,FedProto,,,,0.053,1,0.000445,0.71,6.405
rotating_mnist,2.0,0.0,0.7,5,10,1024,FedProTrack,0.56,1.265675,0.44,0.068,2,0.000431,0.762,5.519
rotating_mnist,2.0,0.0,0.7,5,10,1024,FedAvg,,,,0.18,3,,0.712,4.792
rotating_mnist,2.0,0.0,0.7,5,10,1024,IFCA,0.7,0.0,0.3,0.197,1,0.000403,0.783,6.0885
rotating_mnist,2.0,0.0,0.7,5,10,1024,FedProto,,,,0.173,6,0.000436,0.752,6.2775
rotating_mnist,2.0,0.0,1.0,5,10,42,FedProTrack,0.62,1.256823,0.38,0.142,6,0.000331,0.436,4.239
rotating_mnist,2.0,0.0,1.0,5,10,42,FedAvg,,,,0.324,6,,0.62,4.679
rotating_mnist,2.0,0.0,1.0,5,10,42,IFCA,0.74,0.234683,0.26,0.37,6,0.000395,0.671,5.966
rotating_mnist,2.0,0.0,1.0,5,10,42,FedProto,,,,0.328,6,0.000406,0.669,5.84
rotating_mnist,2.0,0.0,1.0,5,10,123,FedProTrack,0.38,1.373262,0.62,0.096,2,0.000418,0.668,5.351
rotating_mnist,2.0,0.0,1.0,5,10,123,FedAvg,,,,0.032,1,,0.472,5.023
rotating_mnist,2.0,0.0,1.0,5,10,123,IFCA,0.7,0.067301,0.3,0.212,2,0.000353,0.602,5.339
rotating_mnist,2.0,0.0,1.0,5,10,123,FedProto,,,,0.119,6,0.000392,0.649,5.6435
rotating_mnist,2.0,0.0,1.0,5,10,456,FedProTrack,0.58,1.269484,0.42,0.0,0,0.000396,0.676,5.071
rotating_mnist,2.0,0.0,1.0,5,10,456,FedAvg,,,,0.346,5,,0.792,5.139
rotating_mnist,2.0,0.0,1.0,5,10,456,IFCA,0.48,0.117341,0.52,0.119,1,0.0004,0.698,6.0425
rotating_mnist,2.0,0.0,1.0,5,10,456,FedProto,,,,0.208,6,0.000434,0.703,6.2485
rotating_mnist,2.0,0.0,1.0,5,10,789,FedProTrack,0.48,1.462543,0.52,0.04,0,0.000434,0.68,5.554
rotating_mnist,2.0,0.0,1.0,5,10,789,FedAvg,,,,0.096,2,,0.724,5.34
rotating_mnist,2.0,0.0,1.0,5,10,789,IFCA,0.7,0.319245,0.3,0.097,1,0.000391,0.734,5.9125
rotating_mnist,2.0,0.0,1.0,5,10,789,FedProto,,,,0.058,6,0.000434,0.704,6.249
rotating_mnist,2.0,0.0,1.0,5,10,1024,FedProTrack,0.56,1.297769,0.44,0.15,6,0.00037,0.554,4.739
rotating_mnist,2.0,0.0,1.0,5,10,1024,FedAvg,,,,0.316,6,,0.654,4.963
rotating_mnist,2.0,0.0,1.0,5,10,1024,IFCA,0.72,0.195108,0.28,0.322,6,0.000388,0.733,5.872
rotating_mnist,2.0,0.0,1.0,5,10,1024,FedProto,,,,0.311,6,0.000406,0.744,5.8395
rotating_mnist,2.0,0.25,0.1,5,10,42,FedProTrack,0.38,1.45488,0.62,0.0,0,0.000444,0.796,5.684
rotating_mnist,2.0,0.25,0.1,5,10,42,FedAvg,,,,0.0,0,,0.806,6.255
rotating_mnist,2.0,0.25,0.1,5,10,42,IFCA,0.4,0.0,0.6,0.014,0,0.000466,0.814,7.048
rotating_mnist,2.0,0.25,0.1,5,10,42,FedProto,,,,0.03,0,0.000482,0.806,6.9415
rotating_mnist,2.0,0.25,0.1,5,10,123,FedProTrack,0.46,1.502683,0.54,0.026,0,0.000438,0.73,5.604
rotating_mnist,2.0,0.25,0.1,5,10,123,FedAvg,,,,0.048,1,,0.81,6.594
rotating_mnist,2.0,0.25,0.1,5,10,123,IFCA,0.32,0.0,0.68,0.03,0,0.000461,0.809,6.9725
rotating_mnist,2.0,0.25,0.1,5,10,123,FedProto,,,,0.041,0,0.000484,0.794,6.968
rotating_mnist,2.0,0.25,0.1,5,10,456,FedProTrack,0.44,1.482289,0.56,0.018,0,0.000428,0.744,5.481
rotating_mnist,2.0,0.25,0.1,5,10,456,FedAvg,,,,0.03,0,,0.8,6.429
rotating_mnist,2.0,0.25,0.1,5,10,456,IFCA,0.36,0.0,0.64,0.013,0,0.000472,0.82,7.1395
rotating_mnist,2.0,0.25,0.1,5,10,456,FedProto,,,,0.024,0,0.000491,0.808,7.0655
rotating_mnist,2.0,0.25,0.1,5,10,789,FedProTrack,0.38,1.51514,0.62,0.008,0,0.000461,0.792,5.896
rotating_mnist,2.0,0.25,0.1,5,10,789,FedAvg,,,,0.076,2,,0.798,6.409
rotating_mnist,2.0,0.25,0.1,5,10,789,IFCA,0.48,0.0,0.52,0.013,0,0.000457,0.811,6.9115
rotating_mnist,2.0,0.25,0.1,5,10,789,FedProto,,,,0.036,0,0.00049,0.811,7.0495
rotating_mnist,2.0,0.25,0.1,5,10,1024,FedProTrack,0.48,1.479704,0.52,0.04,1,0.000415,0.728,5.315
rotating_mnist,2.0,0.25,0.1,5,10,1024,FedAvg,,,,0.026,0,,0.798,6.066
rotating_mnist,2.0,0.25,0.1,5,10,1024,IFCA,0.36,0.0,0.64,0.054,1,0.000459,0.806,6.9455
rotating_mnist,2.0,0.25,0.1,5,10,1024,FedProto,,,,0.051,1,0.000485,0.801,6.9815
rotating_mnist,2.0,0.25,0.3,5,10,42,FedProTrack,0.66,1.352387,0.34,0.02,0,0.000439,0.762,5.623
rotating_mnist,2.0,0.25,0.3,5,10,42,FedAvg,,,,0.016,0,,0.786,6.043
rotating_mnist,2.0,0.25,0.3,5,10,42,IFCA,0.68,0.317502,0.32,0.178,1,0.000429,0.808,6.4805
rotating_mnist,2.0,0.25,0.3,5,10,42,FedProto,,,,0.118,3,0.000461,0.774,6.6325
rotating_mnist,2.0,0.25,0.3,5,10,123,FedProTrack,0.58,1.479407,0.42,0.02,0,0.000454,0.728,5.817
rotating_mnist,2.0,0.25,0.3,5,10,123,FedAvg,,,,0.012,0,,0.792,6.041
rotating_mnist,2.0,0.25,0.3,5,10,123,IFCA,0.6,0.402064,0.4,0.099,1,0.000414,0.774,6.253
rotating_mnist,2.0,0.25,0.3,5,10,123,FedProto,,,,0.07,2,0.00046,0.761,6.6275
rotating_mnist,2.0,0.25,0.3,5,10,456,FedProTrack,0.64,1.423101,0.36,0.026,1,0.00042,0.736,5.381
rotating_mnist,2.0,0.25,0.3,5,10,456,FedAvg,,,,0.05,1,,0.8,6.225
rotating_mnist,2.0,0.25,0.3,5,10,456,IFCA,0.48,0.251944,0.52,0.125,1,0.000432,0.815,6.532
rotating_mnist,2.0,0.25,0.3,5,10,456,FedProto,,,,0.012,0,0.000477,0.795,6.868
rotating_mnist,2.0,0.25,0.3,5,10,789,FedProTrack,0.4,1.48906,0.6,0.018,0,0.000426,0.706,5.451
rotating_mnist,2.0,0.25,0.3,5,10,789,FedAvg,,,,0.064,2,,0.738,6.151
rotating_mnist,2.0,0.25,0.3,5,10,789,IFCA,0.68,0.167382,0.32,0.099,6,0.000425,0.719,6.4235
rotating_mnist,2.0,0.25,0.3,5,10,789,FedProto,,,,0.071,6,0.000477,0.753,6.8705
rotating_mnist,2.0,0.25,0.3,5,10,1024,FedProTrack,0.56,1.427775,0.44,0.07,1,0.000418,0.704,5.345
rotating_mnist,2.0,0.25,0.3,5,10,1024,FedAvg,,,,0.048,1,,0.782,6.082
rotating_mnist,2.0,0.25,0.3,5,10,1024,IFCA,0.36,0.0,0.64,0.038,0,0.000433,0.811,6.5435
rotating_mnist,2.0,0.25,0.3,5,10,1024,FedProto,,,,0.102,1,0.000461,0.777,6.6435
rotating_mnist,2.0,0.25,0.5,5,10,42,FedProTrack,0.66,1.35872,0.34,0.084,1,0.000396,0.744,5.068
rotating_mnist,2.0,0.25,0.5,5,10,42,FedAvg,,,,0.166,6,,0.67,5.575
rotating_mnist,2.0,0.25,0.5,5,10,42,IFCA,0.4,0.0,0.6,0.06,1,0.000433,0.787,6.553
rotating_mnist,2.0,0.25,0.5,5,10,42,FedProto,,,,0.145,3,0.000447,0.767,6.436
rotating_mnist,2.0,0.25,0.5,5,10,123,FedProTrack,0.54,1.450889,0.46,0.038,0,0.000421,0.7,5.393
rotating_mnist,2.0,0.25,0.5,5,10,123,FedAvg,,,,0.186,6,,0.606,5.182
rotating_mnist,2.0,0.25,0.5,5,10,123,IFCA,0.6,0.37975,0.4,0.077,1,0.000397,0.754,5.998
rotating_mnist,2.0,0.25,0.5,5,10,123,FedProto,,,,0.083,2,0.000443,0.74,6.38
rotating_mnist,2.0,0.25,0.5,5,10,456,FedProTrack,0.6,1.40608,0.4,0.04,1,0.000431,0.752,5.511
rotating_mnist,2.0,0.25,0.5,5,10,456,FedAvg,,,,0.032,0,,0.804,5.743
rotating_mnist,2.0,0.25,0.5,5,10,456,IFCA,0.36,0.0,0.64,0.065,1,0.000447,0.807,6.761
rotating_mnist,2.0,0.25,0.5,5,10,456,FedProto,,,,0.043,1,0.000463,0.786,6.6685
rotating_mnist,2.0,0.25,0.5,5,10,789,FedProTrack,0.46,1.477621,0.54,0.034,1,0.000426,0.7,5.454
rotating_mnist,2.0,0.25,0.5,5,10,789,FedAvg,,,,0.086,6,,0.672,5.694
rotating_mnist,2.0,0.25,0.5,5,10,789,IFCA,0.9,0.167382,0.1,0.127,1,0.00041,0.789,6.192
rotating_mnist,2.0,0.25,0.5,5,10,789,FedProto,,,,0.1,6,0.000464,0.731,6.6745
rotating_mnist,2.0,0.25,0.5,5,10,1024,FedProTrack,0.54,1.411156,0.46,0.04,1,0.000396,0.662,5.074
rotating_mnist,2.0,0.25,0.5,5,10,1024,FedAvg,,,,0.05,1,,0.768,6.087
rotating_mnist,2.0,0.25,0.5,5,10,1024,IFCA,0.58,0.301984,0.42,0.044,1,0.000384,0.782,5.8
rotating_mnist,2.0,0.25,0.5,5,10,1024,FedProto,,,,0.087,1,0.000451,0.764,6.501
rotating_mnist,2.0,0.25,0.7,5,10,42,FedProTrack,0.66,1.391116,0.34,0.052,1,0.000383,0.718,4.899
rotating_mnist,2.0,0.25,0.7,5,10,42,FedAvg,,,,0.176,5,,0.64,5.086
rotating_mnist,2.0,0.25,0.7,5,10,42,IFCA,0.4,0.0,0.6,0.037,1,0.000401,0.762,6.0665
rotating_mnist,2.0,0.25,0.7,5,10,42,FedProto,,,,0.171,3,0.000436,0.75,6.2805
rotating_mnist,2.0,0.25,0.7,5,10,123,FedProTrack,0.52,1.457217,0.48,0.124,3,0.000422,0.678,5.404
rotating_mnist,2.0,0.25,0.7,5,10,123,FedAvg,,,,0.074,2,,0.74,5.441
rotating_mnist,2.0,0.25,0.7,5,10,123,IFCA,0.62,0.234683,0.38,0.067,1,0.00036,0.671,5.4415
rotating_mnist,2.0,0.25,0.7,5,10,123,FedProto,,,,0.076,6,0.00043,0.701,6.1985
rotating_mnist,2.0,0.25,0.7,5,10,456,FedProTrack,0.6,1.393961,0.4,0.102,1,0.000426,0.738,5.448
rotating_mnist,2.0,0.25,0.7,5,10,456,FedAvg,,,,0.022,0,,0.746,5.216
rotating_mnist,2.0,0.25,0.7,5,10,456,IFCA,0.44,0.251944,0.56,0.06,1,0.000399,0.761,6.027
rotating_mnist,2.0,0.25,0.7,5,10,456,FedProto,,,,0.049,1,0.000451,0.766,6.4885
rotating_mnist,2.0,0.25,0.7,5,10,789,FedProTrack,0.38,1.475092,0.62,0.096,6,0.000426,0.654,5.457
rotating_mnist,2.0,0.25,0.7,5,10,789,FedAvg,,,,0.096,6,,0.594,5.157
rotating_mnist,2.0,0.25,0.7,5,10,789,IFCA,0.78,0.422994,0.22,0.141,6,0.000394,0.709,5.9565
rotating_mnist,2.0,0.25,0.7,5,10,789,FedProto,,,,0.085,6,0.000454,0.725,6.5405
rotating_mnist,2.0,0.25,0.7,5,10,1024,FedProTrack,0.58,1.409667,0.42,0.086,1,0.000389,0.664,4.973
rotating_mnist,2.0,0.25,0.7,5,10,1024,FedAvg,,,,0.0,0,,0.726,5.622
rotating_mnist,2.0,0.25,0.7,5,10,1024,IFCA,0.64,0.234683,0.36,0.146,3,0.000373,0.764,5.636
rotating_mnist,2.0,0.25,0.7,5,10,1024,FedProto,,,,0.094,1,0.000437,0.747,6.2905
rotating_mnist,2.0,0.25,1.0,5,10,42,FedProTrack,0.66,1.429671,0.34,0.056,2,0.000386,0.692,4.938
rotating_mnist,2.0,0.25,1.0,5,10,42,FedAvg,,,,0.074,2,,0.72,5.388
rotating_mnist,2.0,0.25,1.0,5,10,42,IFCA,0.68,0.301984,0.32,0.192,4,0.00037,0.681,5.5875
rotating_mnist,2.0,0.25,1.0,5,10,42,FedProto,,,,0.246,4,0.000408,0.711,5.87
rotating_mnist,2.0,0.25,1.0,5,10,123,FedProTrack,0.54,1.449751,0.46,0.084,1,0.000414,0.668,5.301
rotating_mnist,2.0,0.25,1.0,5,10,123,FedAvg,,,,0.128,6,,0.478,4.944
rotating_mnist,2.0,0.25,1.0,5,10,123,IFCA,0.62,0.234683,0.38,0.137,6,0.00036,0.642,5.4405
rotating_mnist,2.0,0.25,1.0,5,10,123,FedProto,,,,0.075,6,0.0004,0.663,5.7585
rotating_mnist,2.0,0.25,1.0,5,10,456,FedProTrack,0.54,1.39214,0.46,0.044,0,0.000421,0.66,5.383
rotating_mnist,2.0,0.25,1.0,5,10,456,FedAvg,,,,0.036,0,,0.714,5.424
rotating_mnist,2.0,0.25,1.0,5,10,456,IFCA,0.36,0.0,0.64,0.172,4,0.000386,0.721,5.8325
rotating_mnist,2.0,0.25,1.0,5,10,456,FedProto,,,,0.092,3,0.000433,0.734,6.2285
rotating_mnist,2.0,0.25,1.0,5,10,789,FedProTrack,0.4,1.478348,0.6,0.096,6,0.000427,0.634,5.471
rotating_mnist,2.0,0.25,1.0,5,10,789,FedAvg,,,,0.154,6,,0.56,5.452
rotating_mnist,2.0,0.25,1.0,5,10,789,IFCA,0.82,0.412529,0.18,0.161,1,0.000374,0.704,5.654
rotating_mnist,2.0,0.25,1.0,5,10,789,FedProto,,,,0.08,3,0.000442,0.704,6.363
rotating_mnist,2.0,0.25,1.0,5,10,1024,FedProTrack,0.58,1.404778,0.42,0.074,1,0.000396,0.664,5.071
rotating_mnist,2.0,0.25,1.0,5,10,1024,FedAvg,,,,0.208,6,,0.532,5.191
rotating_mnist,2.0,0.25,1.0,5,10,1024,IFCA,0.64,0.234683,0.36,0.197,3,0.000365,0.764,5.516
rotating_mnist,2.0,0.25,1.0,5,10,1024,FedProto,,,,0.194,6,0.000403,0.73,5.807
rotating_mnist,2.0,0.5,0.1,5,10,42,FedProTrack,0.32,1.49335,0.68,0.002,0,0.000434,0.788,5.554
rotating_mnist,2.0,0.5,0.1,5,10,42,FedAvg,,,,0.0,0,,0.796,6.242
rotating_mnist,2.0,0.5,0.1,5,10,42,IFCA,0.36,0.0,0.64,0.005,0,0.000466,0.818,7.048
rotating_mnist,2.0,0.5,0.1,5,10,42,FedProto,,,,0.026,0,0.000484,0.804,6.9645
rotating_mnist,2.0,0.5,0.1,5,10,123,FedProTrack,0.34,1.505631,0.66,0.042,1,0.000434,0.72,5.551
rotating_mnist,2.0,0.5,0.1,5,10,123,FedAvg,,,,0.018,0,,0.806,6.59
rotating_mnist,2.0,0.5,0.1,5,10,123,IFCA,0.32,0.0,0.68,0.023,0,0.000462,0.806,6.9805
rotating_mnist,2.0,0.5,0.1,5,10,123,FedProto,,,,0.021,0,0.000486,0.798,7.001
rotating_mnist,2.0,0.5,0.1,5,10,456,FedProTrack,0.38,1.498429,0.62,0.06,1,0.000424,0.744,5.421
rotating_mnist,2.0,0.5,0.1,5,10,456,FedAvg,,,,0.036,0,,0.804,6.443
rotating_mnist,2.0,0.5,0.1,5,10,456,IFCA,0.34,0.0,0.66,0.018,0,0.000473,0.821,7.145
rotating_mnist,2.0,0.5,0.1,5,10,456,FedProto,,,,0.025,0,0.00049,0.806,7.0495
rotating_mnist,2.0,0.5,0.1,5,10,789,FedProTrack,0.32,1.497983,0.68,0.022,0,0.000463,0.764,5.92
rotating_mnist,2.0,0.5,0.1,5,10,789,FedAvg,,,,0.032,1,,0.786,6.393
rotating_mnist,2.0,0.5,0.1,5,10,789,IFCA,0.44,0.0,0.56,0.027,0,0.000468,0.811,7.0705
rotating_mnist,2.0,0.5,0.1,5,10,789,FedProto,,,,0.02,0,0.000491,0.803,7.075
rotating_mnist,2.0,0.5,0.1,5,10,1024,FedProTrack,0.4,1.524469,0.6,0.028,1,0.000406,0.708,5.203
rotating_mnist,2.0,0.5,0.1,5,10,1024,FedAvg,,,,0.012,0,,0.78,6.021
rotating_mnist,2.0,0.5,0.1,5,10,1024,IFCA,0.28,0.0,0.72,0.041,1,0.00046,0.803,6.949
rotating_mnist,2.0,0.5,0.1,5,10,1024,FedProto,,,,0.063,1,0.000487,0.805,7.0135
rotating_mnist,2.0,0.5,0.3,5,10,42,FedProTrack,0.62,1.413553,0.38,0.0,0,0.000433,0.744,5.538
rotating_mnist,2.0,0.5,0.3,5,10,42,FedAvg,,,,0.01,0,,0.786,6.119
rotating_mnist,2.0,0.5,0.3,5,10,42,IFCA,0.64,0.521148,0.36,0.072,1,0.000423,0.765,6.4025
rotating_mnist,2.0,0.5,0.3,5,10,42,FedProto,,,,0.068,4,0.000465,0.779,6.697
rotating_mnist,2.0,0.5,0.3,5,10,123,FedProTrack,0.5,1.463097,0.5,0.07,1,0.000441,0.738,5.65
rotating_mnist,2.0,0.5,0.3,5,10,123,FedAvg,,,,0.0,0,,0.782,6.068
rotating_mnist,2.0,0.5,0.3,5,10,123,IFCA,0.58,0.571189,0.42,0.077,2,0.000424,0.772,6.406
rotating_mnist,2.0,0.5,0.3,5,10,123,FedProto,,,,0.036,0,0.000465,0.767,6.6965
rotating_mnist,2.0,0.5,0.3,5,10,456,FedProTrack,0.66,1.454124,0.34,0.02,0,0.00042,0.742,5.372
rotating_mnist,2.0,0.5,0.3,5,10,456,FedAvg,,,,0.038,1,,0.784,6.173
rotating_mnist,2.0,0.5,0.3,5,10,456,IFCA,0.62,0.419325,0.38,0.056,0,0.000437,0.811,6.608
rotating_mnist,2.0,0.5,0.3,5,10,456,FedProto,,,,0.036,0,0.000477,0.796,6.8635
rotating_mnist,2.0,0.5,0.3,5,10,789,FedProTrack,0.54,1.464665,0.46,0.052,1,0.000439,0.714,5.619
rotating_mnist,2.0,0.5,0.3,5,10,789,FedAvg,,,,0.028,0,,0.706,5.969
rotating_mnist,2.0,0.5,0.3,5,10,789,IFCA,0.42,0.267462,0.58,0.022,0,0.000428,0.736,6.4665
rotating_mnist,2.0,0.5,0.3,5,10,789,FedProto,,,,0.033,0,0.000473,0.76,6.8055
rotating_mnist,2.0,0.5,0.3,5,10,1024,FedProTrack,0.56,1.521505,0.44,0.1,1,0.000416,0.728,5.319
