generator_type,rho,alpha,delta,K,T,seed,method,concept_re_id_accuracy,assignment_entropy,wrong_memory_reuse_rate,worst_window_dip,worst_window_recovery,budget_normalized_score,final_accuracy,accuracy_auc
sea,5.0,0.5,0.5,10,20,42,FedAvg,,,,0.1016,6,,0.7588,13.5152
sea,5.0,0.5,0.5,10,20,43,FedProTrack,0.52,1.085195,0.48,0.054,1,0.001374,0.786,14.2896
sea,5.0,0.5,0.5,10,20,43,IFCA,0.395,0.0,0.605,0.0866,4,0.001067,0.7224,12.9725
sea,5.0,0.5,0.5,10,20,43,FedProto,,,,0.0394,0,0.001861,0.9058,16.9757
sea,5.0,0.5,0.5,10,20,43,FedAvg,,,,0.048,1,,0.778,13.4356
sea,5.0,0.5,0.5,10,20,44,FedProTrack,0.79,1.2089,0.21,0.0628,1,0.001339,0.7412,13.923
sea,5.0,0.5,0.5,10,20,44,IFCA,0.465,0.0,0.535,0.066,3,0.0011,0.6836,13.3815
sea,5.0,0.5,0.5,10,20,44,FedProto,,,,0.0306,0,0.001831,0.9258,16.6969
sea,5.0,0.5,0.5,10,20,44,FedAvg,,,,0.0548,1,,0.754,13.8902
sea,5.0,0.5,0.5,10,20,45,FedProTrack,0.785,1.284986,0.215,0.06,1,0.001323,0.78,13.7562
sea,5.0,0.5,0.5,10,20,45,IFCA,0.69,0.0,0.31,0.0678,1,0.001012,0.756,12.3079
sea,5.0,0.5,0.5,10,20,45,FedProto,,,,0.038,0,0.001894,0.9134,17.2737
sea,5.0,0.5,0.5,10,20,45,FedAvg,,,,0.0604,1,,0.7824,13.095
sea,5.0,0.5,0.5,10,20,46,FedProTrack,0.535,1.248148,0.465,0.1124,3,0.001299,0.754,13.5106
sea,5.0,0.5,0.5,10,20,46,IFCA,0.38,0.0,0.62,0.1148,6,0.001037,0.7056,12.6059
sea,5.0,0.5,0.5,10,20,46,FedProto,,,,0.0716,6,0.001854,0.9198,16.9042
sea,5.0,0.5,0.5,10,20,46,FedAvg,,,,0.1096,2,,0.7588,13.2102
sea,5.0,0.5,0.5,10,20,47,FedProTrack,0.745,1.127395,0.255,0.0524,1,0.001342,0.7624,13.9604
sea,5.0,0.5,0.5,10,20,47,IFCA,0.475,0.0,0.525,0.069,5,0.001026,0.7112,12.4744
sea,5.0,0.5,0.5,10,20,47,FedProto,,,,0.0478,1,0.001884,0.919,17.1818
sea,5.0,0.5,0.5,10,20,47,FedAvg,,,,0.0648,0,,0.748,13.2668
sea,5.0,0.5,0.5,10,20,48,FedProTrack,0.655,1.159736,0.345,0.1008,4,0.001341,0.8112,13.943
sea,5.0,0.5,0.5,10,20,48,IFCA,0.365,0.0,0.635,0.1038,4,0.001055,0.7922,12.8309
sea,5.0,0.5,0.5,10,20,48,FedProto,,,,0.0768,0,0.00188,0.872,17.1435
sea,5.0,0.5,0.5,10,20,48,FedAvg,,,,0.1028,1,,0.8156,13.516
sea,5.0,0.5,0.5,10,20,49,FedProTrack,0.835,1.323298,0.165,0.0724,1,0.001304,0.7228,13.562
sea,5.0,0.5,0.5,10,20,49,IFCA,0.32,0.0,0.68,0.0918,3,0.00106,0.6796,12.8894
sea,5.0,0.5,0.5,10,20,49,FedProto,,,,0.0426,0,0.00185,0.9142,16.8707
sea,5.0,0.5,0.5,10,20,49,FedAvg,,,,0.1,2,,0.7284,13.5272
sea,5.0,0.5,0.5,10,20,50,FedProTrack,0.585,1.192113,0.415,0.1116,2,0.001338,0.7948,13.919
sea,5.0,0.5,0.5,10,20,50,IFCA,0.37,0.0,0.63,0.154,5,0.001043,0.759,12.6785
sea,5.0,0.5,0.5,10,20,50,FedProto,,,,0.0812,6,0.001849,0.8904,16.8657
sea,5.0,0.5,0.5,10,20,50,FedAvg,,,,0.1252,2,,0.7912,13.3592
sea,5.0,0.5,0.5,10,20,51,FedProTrack,0.55,1.074411,0.45,0.0464,2,0.001359,0.7576,14.1324
sea,5.0,0.5,0.5,10,20,51,IFCA,0.375,0.0,0.625,0.0854,3,0.001032,0.729,12.5441
sea,5.0,0.5,0.5,10,20,51,FedProto,,,,0.0534,0,0.001881,0.9052,17.1514
sea,5.0,0.5,0.5,10,20,51,FedAvg,,,,0.0808,2,,0.7656,13.3
sea,5.0,0.5,0.5,10,20,52,FedProTrack,0.725,1.171488,0.275,0.0356,0,0.00135,0.7792,14.0408
sea,5.0,0.5,0.5,10,20,52,IFCA,0.285,0.0,0.715,0.0522,1,0.001057,0.7074,12.8557
sea,5.0,0.5,0.5,10,20,52,FedProto,,,,0.0818,4,0.001843,0.9082,16.8067
sea,5.0,0.5,0.5,10,20,52,FedAvg,,,,0.046,1,,0.7636,13.4126
sea,5.0,0.5,0.5,10,20,53,FedProTrack,0.69,1.186202,0.31,0.0776,1,0.001305,0.7484,13.5672
sea,5.0,0.5,0.5,10,20,53,IFCA,0.505,0.0,0.495,0.0526,1,0.001044,0.6858,12.7002
sea,5.0,0.5,0.5,10,20,53,FedProto,,,,0.0818,1,0.001866,0.9338,17.0143
sea,5.0,0.5,0.5,10,20,53,FedAvg,,,,0.0632,1,,0.7464,13.4198
sea,5.0,0.5,0.5,10,20,54,FedProTrack,0.78,1.209762,0.22,0.074,3,0.001304,0.7576,13.56
sea,5.0,0.5,0.5,10,20,54,IFCA,0.355,0.0,0.645,0.1096,6,0.001061,0.7064,12.899
sea,5.0,0.5,0.5,10,20,54,FedProto,,,,0.0672,1,0.001864,0.9108,16.9971
sea,5.0,0.5,0.5,10,20,54,FedAvg,,,,0.0856,3,,0.7596,13.5522
sea,5.0,0.5,0.5,10,20,55,FedProTrack,0.76,1.130422,0.24,0.0724,1,0.001363,0.82,14.1754
sea,5.0,0.5,0.5,10,20,55,IFCA,0.51,0.0,0.49,0.0668,5,0.001086,0.7662,13.2096
sea,5.0,0.5,0.5,10,20,55,FedProto,,,,0.1236,4,0.001802,0.87,16.4301
sea,5.0,0.5,0.5,10,20,55,FedAvg,,,,0.0832,4,,0.8068,13.7612
sea,5.0,0.5,0.5,10,20,56,FedProTrack,0.795,1.136173,0.205,0.0428,0,0.001333,0.8068,13.8622
sea,5.0,0.5,0.5,10,20,56,IFCA,0.42,0.0,0.58,0.063,4,0.001069,0.7672,12.9932
sea,5.0,0.5,0.5,10,20,56,FedProto,,,,0.0378,0,0.001816,0.8496,16.562
sea,5.0,0.5,0.5,10,20,56,FedAvg,,,,0.0632,3,,0.802,13.643
sea,5.0,0.5,0.5,10,20,57,FedProTrack,0.67,1.094441,0.33,0.0596,0,0.001366,0.7648,14.2022
sea,5.0,0.5,0.5,10,20,57,IFCA,0.43,0.0,0.57,0.0998,2,0.001026,0.7184,12.4784
sea,5.0,0.5,0.5,10,20,57,FedProto,,,,0.0538,0,0.001884,0.9228,17.1783
sea,5.0,0.5,0.5,10,20,57,FedAvg,,,,0.0816,1,,0.7592,13.2302
sea,5.0,0.5,0.5,10,20,58,FedProTrack,0.775,1.124651,0.225,0.1616,1,0.001306,0.7552,13.5828
sea,5.0,0.5,0.5,10,20,58,IFCA,0.48,0.0,0.52,0.1622,6,0.001047,0.7086,12.733
sea,5.0,0.5,0.5,10,20,58,FedProto,,,,0.046,0,0.001863,0.9262,16.9912
sea,5.0,0.5,0.5,10,20,58,FedAvg,,,,0.1628,2,,0.7432,13.3564
sea,5.0,0.5,0.5,10,20,59,FedProTrack,0.505,1.230465,0.495,0.1108,2,0.001265,0.7648,13.1514
sea,5.0,0.5,0.5,10,20,59,IFCA,0.305,0.0,0.695,0.1122,4,0.001047,0.6986,12.7312
sea,5.0,0.5,0.5,10,20,59,FedProto,,,,0.068,4,0.001846,0.9408,16.8316
sea,5.0,0.5,0.5,10,20,59,FedAvg,,,,0.1192,5,,0.76,13.3518
sea,5.0,0.5,0.5,10,20,60,FedProTrack,0.59,1.258226,0.41,0.1144,6,0.001215,0.7348,12.6376
sea,5.0,0.5,0.5,10,20,60,IFCA,0.37,0.0,0.63,0.1268,6,0.001043,0.641,12.6788
sea,5.0,0.5,0.5,10,20,60,FedProto,,,,0.0748,1,0.001848,0.9268,16.8541
sea,5.0,0.5,0.5,10,20,60,FedAvg,,,,0.1204,6,,0.7328,13.275
sea,5.0,0.5,0.5,10,20,61,FedProTrack,0.675,1.216938,0.325,0.1568,6,0.001263,0.7224,13.14
sea,5.0,0.5,0.5,10,20,61,IFCA,0.535,0.0,0.465,0.1382,6,0.001044,0.6678,12.6902
sea,5.0,0.5,0.5,10,20,61,FedProto,,,,0.0862,2,0.001874,0.9344,17.0884
sea,5.0,0.5,0.5,10,20,61,FedAvg,,,,0.1464,6,,0.7316,13.3382
circle,5.0,0.5,0.5,10,20,42,FedProTrack,0.37,0.666534,0.63,0.232,3,0.001638,0.736,13.1026
circle,5.0,0.5,0.5,10,20,42,IFCA,0.38,0.0,0.62,0.0256,0,0.001476,0.7274,13.4597
circle,5.0,0.5,0.5,10,20,42,FedProto,,,,0.2092,6,0.001591,0.5104,9.6745
circle,5.0,0.5,0.5,10,20,42,FedAvg,,,,0.094,4,,0.7332,13.1016
circle,5.0,0.5,0.5,10,20,43,FedProTrack,0.36,0.84424,0.64,0.2092,4,0.001627,0.718,13.0182
circle,5.0,0.5,0.5,10,20,43,IFCA,0.395,0.0,0.605,0.0256,0,0.001477,0.7064,13.4682
circle,5.0,0.5,0.5,10,20,43,FedProto,,,,0.2078,6,0.001593,0.5052,9.6844
circle,5.0,0.5,0.5,10,20,43,FedAvg,,,,0.0888,3,,0.7156,13.1138
circle,5.0,0.5,0.5,10,20,44,FedProTrack,0.465,0.693409,0.535,0.4068,6,0.001181,0.6944,9.4504
circle,5.0,0.5,0.5,10,20,44,IFCA,0.465,0.0,0.535,0.0256,0,0.001475,0.7142,13.4486
circle,5.0,0.5,0.5,10,20,44,FedProto,,,,0.2228,6,0.001592,0.5024,9.6779
circle,5.0,0.5,0.5,10,20,44,FedAvg,,,,0.1228,6,,0.71,13.115
circle,5.0,0.5,0.5,10,20,45,FedProTrack,0.635,0.9171,0.365,0.0888,2,0.001662,0.7304,13.2946
circle,5.0,0.5,0.5,10,20,45,IFCA,0.69,0.0,0.31,0.0256,0,0.001475,0.7312,13.45
circle,5.0,0.5,0.5,10,20,45,FedProto,,,,0.2274,6,0.001586,0.5024,9.6442
circle,5.0,0.5,0.5,10,20,45,FedAvg,,,,0.0884,5,,0.7272,13.127
circle,5.0,0.5,0.5,10,20,46,FedProTrack,0.385,0.869165,0.615,0.2444,6,0.001507,0.7092,12.0586
circle,5.0,0.5,0.5,10,20,46,IFCA,0.38,0.0,0.62,0.0256,0,0.001476,0.7236,13.4606
circle,5.0,0.5,0.5,10,20,46,FedProto,,,,0.2192,6,0.001589,0.4988,9.6618
circle,5.0,0.5,0.5,10,20,46,FedAvg,,,,0.088,5,,0.7156,13.131
circle,5.0,0.5,0.5,10,20,47,FedProTrack,0.48,0.85461,0.52,0.0404,0,0.001705,0.7252,13.6378
circle,5.0,0.5,0.5,10,20,47,IFCA,0.475,0.0,0.525,0.0256,0,0.001476,0.7204,13.4633
circle,5.0,0.5,0.5,10,20,47,FedProto,,,,0.2266,6,0.001589,0.5096,9.6599
circle,5.0,0.5,0.5,10,20,47,FedAvg,,,,0.11,6,,0.7204,13.135
circle,5.0,0.5,0.5,10,20,48,FedProTrack,0.36,0.972817,0.64,0.202,3,0.001634,0.7328,13.0734
circle,5.0,0.5,0.5,10,20,48,IFCA,0.365,0.0,0.635,0.0256,0,0.001477,0.7206,13.4728
circle,5.0,0.5,0.5,10,20,48,FedProto,,,,0.2162,6,0.001585,0.5096,9.6387
circle,5.0,0.5,0.5,10,20,48,FedAvg,,,,0.0856,6,,0.7276,13.1088
circle,5.0,0.5,0.5,10,20,49,FedProTrack,0.33,0.890337,0.67,0.18,6,0.001557,0.6976,12.4576
circle,5.0,0.5,0.5,10,20,49,IFCA,0.32,0.0,0.68,0.0256,0,0.001476,0.7094,13.4577
circle,5.0,0.5,0.5,10,20,49,FedProto,,,,0.237,6,0.001587,0.508,9.6507
circle,5.0,0.5,0.5,10,20,49,FedAvg,,,,0.1056,5,,0.7028,13.1246
circle,5.0,0.5,0.5,10,20,50,FedProTrack,0.335,0.997647,0.665,0.0404,0,0.001708,0.7336,13.6614
circle,5.0,0.5,0.5,10,20,50,IFCA,0.37,0.0,0.63,0.0256,0,0.001478,0.7328,13.4774
circle,5.0,0.5,0.5,10,20,50,FedProto,,,,0.2156,6,0.001588,0.5018,9.658
circle,5.0,0.5,0.5,10,20,50,FedAvg,,,,0.0848,4,,0.7308,13.1204
circle,5.0,0.5,0.5,10,20,51,FedProTrack,0.36,0.841166,0.64,0.1684,6,0.001637,0.7192,13.096
circle,5.0,0.5,0.5,10,20,51,IFCA,0.375,0.0,0.625,0.0256,0,0.001478,0.708,13.4788
circle,5.0,0.5,0.5,10,20,51,FedProto,,,,0.2414,6,0.001588,0.4962,9.6557
circle,5.0,0.5,0.5,10,20,51,FedAvg,,,,0.1012,6,,0.7116,13.1542
circle,5.0,0.5,0.5,10,20,52,FedProTrack,0.295,0.853735,0.705,0.2112,6,0.001482,0.7008,11.8556
circle,5.0,0.5,0.5,10,20,52,IFCA,0.285,0.0,0.715,0.0256,0,0.001475,0.7226,13.4493
circle,5.0,0.5,0.5,10,20,52,FedProto,,,,0.2404,6,0.001593,0.5216,9.6861
circle,5.0,0.5,0.5,10,20,52,FedAvg,,,,0.1144,6,,0.7132,13.1466
circle,5.0,0.5,0.5,10,20,53,FedProTrack,0.49,1.048708,0.51,0.1992,6,0.001536,0.6944,12.2852
circle,5.0,0.5,0.5,10,20,53,IFCA,0.505,0.0,0.495,0.0248,0,0.001478,0.7304,13.4792
circle,5.0,0.5,0.5,10,20,53,FedProto,,,,0.2122,6,0.001588,0.4832,9.6522
circle,5.0,0.5,0.5,10,20,53,FedAvg,,,,0.086,6,,0.718,13.1398
circle,5.0,0.5,0.5,10,20,54,FedProTrack,0.355,0.775475,0.645,0.15,6,0.00149,0.6676,11.9226
circle,5.0,0.5,0.5,10,20,54,IFCA,0.355,0.0,0.645,0.0248,0,0.001478,0.7102,13.478
circle,5.0,0.5,0.5,10,20,54,FedProto,,,,0.2174,6,0.001587,0.4998,9.6507
circle,5.0,0.5,0.5,10,20,54,FedAvg,,,,0.0856,5,,0.706,13.1598
circle,5.0,0.5,0.5,10,20,55,FedProTrack,0.465,0.718098,0.535,0.1196,4,0.00165,0.7104,13.1976
circle,5.0,0.5,0.5,10,20,55,IFCA,0.51,0.0,0.49,0.0248,0,0.001477,0.7214,13.4688
circle,5.0,0.5,0.5,10,20,55,FedProto,,,,0.2238,6,0.001586,0.5074,9.6441
circle,5.0,0.5,0.5,10,20,55,FedAvg,,,,0.0996,5,,0.7144,13.1448
circle,5.0,0.5,0.5,10,20,56,FedProTrack,0.385,0.714506,0.615,0.292,6,0.001307,0.6504,10.4536
circle,5.0,0.5,0.5,10,20,56,IFCA,0.42,0.0,0.58,0.0248,0,0.00148,0.72,13.4942
circle,5.0,0.5,0.5,10,20,56,FedProto,,,,0.2088,6,0.001586,0.4926,9.6404
circle,5.0,0.5,0.5,10,20,56,FedAvg,,,,0.0988,4,,0.7176,13.1176
circle,5.0,0.5,0.5,10,20,57,FedProTrack,0.41,0.721206,0.59,0.0348,0,0.001709,0.7116,13.6718
circle,5.0,0.5,0.5,10,20,57,IFCA,0.43,0.0,0.57,0.0248,0,0.001478,0.707,13.4813
circle,5.0,0.5,0.5,10,20,57,FedProto,,,,0.225,6,0.001587,0.5064,9.6481
circle,5.0,0.5,0.5,10,20,57,FedAvg,,,,0.1184,6,,0.7068,13.1426
circle,5.0,0.5,0.5,10,20,58,FedProTrack,0.475,0.777516,0.525,0.4036,6,0.001294,0.7188,10.354
circle,5.0,0.5,0.5,10,20,58,IFCA,0.48,0.0,0.52,0.0248,0,0.00148,0.7156,13.4999
circle,5.0,0.5,0.5,10,20,58,FedProto,,,,0.203,6,0.001587,0.505,9.6485
circle,5.0,0.5,0.5,10,20,58,FedAvg,,,,0.0792,2,,0.7136,13.1434
circle,5.0,0.5,0.5,10,20,59,FedProTrack,0.29,0.760689,0.71,0.0808,1,0.001627,0.6748,13.016
circle,5.0,0.5,0.5,10,20,59,IFCA,0.305,0.0,0.695,0.0248,0,0.001479,0.6986,13.4904
circle,5.0,0.5,0.5,10,20,59,FedProto,,,,0.2236,6,0.001585,0.4956,9.6375
circle,5.0,0.5,0.5,10,20,59,FedAvg,,,,0.0808,4,,0.692,13.169
circle,5.0,0.5,0.5,10,20,60,FedProTrack,0.36,0.814061,0.64,0.4172,6,0.001175,0.6016,9.3974
circle,5.0,0.5,0.5,10,20,60,IFCA,0.37,0.0,0.63,0.0248,0,0.001478,0.7176,13.4815
circle,5.0,0.5,0.5,10,20,60,FedProto,,,,0.222,6,0.001587,0.4968,9.6501
circle,5.0,0.5,0.5,10,20,60,FedAvg,,,,0.0912,3,,0.7108,13.1308
circle,5.0,0.5,0.5,10,20,61,FedProTrack,0.48,0.734033,0.52,0.2188,6,0.001443,0.6736,11.5452
circle,5.0,0.5,0.5,10,20,61,IFCA,0.535,0.0,0.465,0.0248,0,0.001478,0.718,13.4772
circle,5.0,0.5,0.5,10,20,61,FedProto,,,,0.2266,6,0.001588,0.4998,9.6528
circle,5.0,0.5,0.5,10,20,61,FedAvg,,,,0.1232,6,,0.7152,13.1272
